,disclosure_year,disclosure_date,transaction_date,owner,asset_description,type_detailed,amount,representative,district,cap_gains_over_200_usd,ticker,share_class,type,amount_discrete,market_cap,return_1d,return_index_1d,return_abnormal_1d,return_5d,return_index_5d,return_abnormal_5d,return_1m,return_index_1m,return_abnormal_1m,return_prev1d,return_index_prev1d,return_abnormal_prev1d,return_prev5d,return_index_prev5d,return_abnormal_prev5d,return_prev1m,return_index_prev1m,return_abnormal_prev1m,bm_ratio,name,name_committee,party,education,assumed_office,born,age,in_office,Agriculture,Appropriations,Armed_Services,Budget,Education_and_Labor,Energy_and_Commerce,Ethics,Financial_Services,Foreign_Affairs,Homeland_Security,House_Administration,Judiciary,Natural_Resources,Oversight_and_Reform,Rules,Science_Space_and_Technology,Small_Business,Transportation_and_Infrastructure,Veterans_Affairs,Ways_and_Means
0,2020,05/05/2020,2020-04-09,,"Agilent Technologies, Inc.",sale_partial,"$1,001 - $15,000",Peter Welch,VT00,True,A,,Sale,1,36358656500.0,0.027064981488574058,0.010104594561656355,0.016960386926917703,-0.015575130856632091,-0.030374719515954274,0.014799588659322183,-0.01940508106727945,-0.028783218989038684,0.009378137921759233,-0.021384795931673084,-0.01448737809002254,-0.006897417841650544,-0.08355235855581666,-0.10404843879852788,0.020496080242711212,-0.074338225209162,0.03206197978648462,-0.10640020499564662,0.189,Peter Welch,Peter Welch,Democratic,"College of the Holy Cross; BA; University of California, Berkeley; JD",2007,1947-05-02,73,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2020,12/29/2020,2020-11-17,joint,American Airlines,sale_full,"$15,001 - $50,000",Kenny Marchant,TX24,False,AA,,Sale,2,4285686500.0,-0.003284072249589487,0.01156383241031389,-0.014847904659903377,-0.1395730706075533,-0.007169908547650206,-0.1324031620599031,-0.20470717022441165,-0.027671192648350162,-0.1770359775760615,-0.03454133635334089,0.004791957892530951,-0.03933329424587184,-0.14258911819887432,-0.018050897891147333,-0.12453822030772699,-0.44770206022187,-0.03608692781753309,-0.4116151324043369,1.57,Kenny Marchant,Kenny Marchant,Republican,Southern Nazarene University (BA); Nazarene Theological Seminary,2005,1951-02-23,69,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2020,05/05/2020,2020-03-25,,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",James R. Langevin,RI02,False,AAL,,Purchase,1,8021126640.0,0.01754385964912286,0.06241416083633622,-0.04487030118721336,-0.30539311241065636,-0.0020439819677163795,-0.30334913044294,-0.34892787524366475,0.16275913328701397,-0.5116870085306787,0.1056034482758621,0.011535019797084933,0.09406842847877717,0.32103004291845494,0.03230057128560104,0.2887294716328539,-0.39528487229862475,-0.2325962757564578,-0.16268859654216694,,James Langevin,James R. Langevin,Democratic,Rhode Island College; BA; Harvard University; MPA,2001,1964-04-22,56,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2020,08/18/2020,2020-03-25,,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",James R. Langevin,RI02,False,AAL,,Purchase,1,8021126640.0,0.01754385964912286,0.06241416083633622,-0.04487030118721336,-0.30539311241065636,-0.0020439819677163795,-0.30334913044294,-0.34892787524366475,0.16275913328701397,-0.5116870085306787,0.1056034482758621,0.011535019797084933,0.09406842847877717,0.32103004291845494,0.03230057128560104,0.2887294716328539,-0.39528487229862475,-0.2325962757564578,-0.16268859654216694,,James Langevin,James R. Langevin,Democratic,Rhode Island College; BA; Harvard University; MPA,2001,1964-04-22,56,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2020,05/07/2020,2020-04-23,--,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Purchase,1,8021126640.0,0.005853658536585371,0.01391807849024218,-0.00806441995365681,0.17170731707317066,0.040971477589534455,0.1307358394836362,0.086829268292683,0.06932947315748073,0.01749979513520228,-0.0019474196689386325,-0.000539418642450995,-0.0014080010264876375,-0.07407407407407418,-0.0006251004625743573,-0.07344897361149982,0.0,0.25046929471708235,-0.25046929471708235,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,2020,05/07/2020,2020-04-23,--,"American Airlines Group, Inc.",sale_full,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Sale,1,8021126640.0,-0.005853658536585371,-0.01391807849024218,0.00806441995365681,-0.17170731707317066,-0.040971477589534455,-0.1307358394836362,-0.086829268292683,-0.06932947315748073,-0.01749979513520228,0.0019474196689386325,0.000539418642450995,0.0014080010264876375,0.07407407407407418,0.0006251004625743573,0.07344897361149982,-0.0,-0.25046929471708235,0.25046929471708235,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,2020,06/15/2020,2020-05-13,,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Dean Phillips,MN03,False,AAL,,Purchase,1,8021126640.0,0.004390779363337094,0.01152482269503552,-0.007134043331698425,0.08342480790340279,0.05376241134751769,0.029662396555885095,0.8331503841931944,0.08744326241134748,0.745707121781847,-0.05595854922279808,-0.017462684487059787,-0.038495864735738294,-0.015135135135135203,-0.009977461189010106,-0.0051576739461250964,-0.21193771626297586,0.021136068191611512,-0.23307378445458737,,Dean Phillips,Dean Phillips,Democratic,Brown University; BA; University of Minnesota; MBA,2019,1969-01-20,51,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
7,2020,05/20/2020,2020-05-19,joint,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Kathy Castor,FL14,False,AAL,,Purchase,1,8021126640.0,0.02385892116182564,0.01665104312780974,0.007207878034015902,0.24273858921161828,0.038724708683722575,0.2040138805278957,0.6597510373443982,0.05980280128911297,0.5999482360552852,-0.023302938196555156,-0.010484408800538803,-0.012818529396016354,-0.0010362694300518616,0.018403411704040362,-0.019439681134092224,-0.16681071737251507,0.01683040187019924,-0.1836411192427143,,Kathy Castor,Kathy Castor,Democratic,Emory University; BA; Florida State University; JD,2007,1966-08-20,54,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2020,06/10/2020,2020-05-26,--,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Purchase,1,8021126640.0,0.07540394973070019,0.014827343010993532,0.06057660671970666,0.007181328545780907,0.029764988618777632,-0.022583660072996725,0.18222621184919197,0.030747684481093218,0.15147852736809875,0.14845360824742282,0.012289160703107926,0.1361644475443149,0.12867274569402243,0.01281691046782063,0.1158558352262018,0.086829268292683,0.06932947315748073,0.01749979513520228,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,2020,06/10/2020,2020-06-01,--,"American Airlines Group, Inc.",sale_full,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Sale,1,8021126640.0,-0.00990099009900991,-0.00821080396500995,-0.0016901861339999602,-0.828082808280828,-0.0578126994204331,-0.7702701088603949,-0.1530153015301532,-0.019677785668236414,-0.13333751586191678,-0.05809523809523798,-0.0037512605483673855,-0.05434397754687059,-0.1453608247422682,-0.033930535113096294,-0.1114302896291719,0.12034837688044342,-0.0395372017785276,0.15988557865897102,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,2020,07/21/2020,2020-06-09,--,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Purchase,1,8021126640.0,-0.08247978436657688,-0.0053130787794885,-0.07716670558708838,-0.08194070080862537,-0.02570482479935643,-0.05623587600926894,-0.35633423180592994,-0.0069032608085607405,-0.3494309709973692,-0.0866568193008368,-0.007799182648133507,-0.07885763665270329,0.6532976827094472,0.04101505443355968,0.6122826282758875,0.9444444444444446,0.11314422165841198,0.8313002227860327,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,2020,07/21/2020,2020-06-11,--,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Purchase,1,8021126640.0,0.16411682892906798,0.013060857399820103,0.15105597152924788,0.14673157162725992,0.0377202624829287,0.10901130914433121,-0.19541029207232274,0.06509443389627267,-0.2605047259685954,-0.1551116333725029,-0.058944121574601716,-0.09616751179790117,-0.13995215311004772,-0.03542339389850124,-0.10452875921154647,0.4237623762376239,0.024495618225995663,0.39926675801162825,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,2020,07/21/2020,2020-06-25,--,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,False,AAL,,Purchase,1,8021126640.0,-0.05998481397114652,-0.024226917788673585,-0.03575789618247294,-0.05087319665907364,0.01499792461151328,-0.06587112127058692,-0.10630220197418383,0.043673956468726516,-0.14997615844291035,0.009969325153374342,0.01095946995898811,-0.0009901448056137685,-0.2013341419041842,-0.010136935294382088,-0.1911972066098021,0.18222621184919197,0.030747684481093218,0.15147852736809875,,Adam Kinzinger,Adam Kinzinger,Republican,Illinois State University; BA,2011,1978-02-27,42,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,2020,11/23/2020,2020-07-09,,"American Airlines Group, Inc.",purchase,"$15,001 - $50,000",Michael Garcia,CA25,False,AAL,,Purchase,2,8021126640.0,0.06797853309481217,0.01046620453355751,0.057512328561254655,0.11359570661896234,0.02015196459447033,0.09344374202449202,0.2522361359570662,0.06612204755635198,0.1861140884007142,-0.06755629691409504,-0.005643639942711776,-0.06191265697138326,-0.1272443403590946,0.011614770881875458,-0.13885911124097006,-0.44953225012309206,-0.02485467409563813,-0.42467757602745393,,Mike Garcia,Mike Garcia,Republican,United States Naval Academy; BS; Georgetown University; MA,2020,1976-04-24,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,2020,07/16/2020,2020-07-14,joint,"American Airlines Group, Inc.",sale_full,"$1,001 - $15,000",Kathy Castor,FL14,False,AAL,,Sale,1,8021126640.0,-0.1616248919619705,-0.00908203857989931,-0.1525428533820712,0.008643042350907515,-0.01869573919787837,0.027338781548785884,-0.14952463267070004,-0.0550145112462157,-0.09451012142448434,0.005159071367153989,-0.013406355182840057,0.018565426549994046,0.028547439126784147,-0.016596085612910594,0.04514352473969474,0.19541029207232263,-0.06509443389627267,0.2605047259685953,,Kathy Castor,Kathy Castor,Democratic,Emory University; BA; Florida State University; JD,2007,1966-08-20,54,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2020,11/23/2020,2020-10-26,,"American Airlines Group, Inc.",purchase,"$15,001 - $50,000",Michael Garcia,CA25,False,AAL,,Purchase,2,8021126640.0,-0.04830508474576278,-0.0030256074002417144,-0.04527947734552107,-0.05169491525423742,-0.026677683131577146,-0.02501723212266027,0.26610169491525415,0.06723964045551711,0.19886205445973704,-0.06349206349206338,-0.01858953826264864,-0.044902525229414736,-0.060509554140127264,-0.0075723973714006965,-0.05293715676872657,0.002548853016142827,0.04755143088594482,-0.045002577869801996,,Mike Garcia,Mike Garcia,Republican,United States Naval Academy; BS; Georgetown University; MA,2020,1976-04-24,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,2020,11/23/2020,2020-11-09,,"American Airlines Group, Inc.",sale_partial,"$15,001 - $50,000",Michael Garcia,CA25,False,AAL,,Sale,2,8021126640.0,0.06212121212121202,0.001399802844669673,0.06072140927654235,0.031060606060606122,-0.021520912547528415,0.052581518608134536,-0.3628787878787878,-0.03312209547950995,-0.32975669239927785,-0.15183246073298418,-0.011699872344305584,-0.1401325883886786,-0.17962466487935647,-0.07258084005993526,-0.10704382481942121,-0.003420752565564511,-0.030076911248886784,0.026656158683322273,,Mike Garcia,Mike Garcia,Republican,United States Naval Academy; BS; Georgetown University; MA,2020,1976-04-24,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,2020,12/15/2020,2020-11-30,,"American Airlines Group, Inc.",purchase,"$15,001 - $50,000",K. Michael Conaway,TX11,False,AAL,,Purchase,2,8021126640.0,0.00990799716914359,0.011271167954760575,-0.001363170785616985,0.21797593772116075,0.019419432686387017,0.19855650503477373,0.11606510969568284,0.03712140665943231,0.07894370303625053,-0.0567423230974633,-0.0045954897137437944,-0.052146833383719504,0.1276935355147646,0.018015257734277146,0.10967827778048744,0.29041095890410973,0.10718336426140995,0.18322759464269978,,Mike Conaway,Mike Conaway,Republican,Texas A&M University–Commerce (BA),2005,1948-06-11,72,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2020,04/15/2020,2020-03-09,,"Aaron's, Inc.",sale_full,"$1,001 - $15,000",David B. McKinley,WV01,False,AAN,,Sale,1,640449840.0,-0.03608883405305363,-0.04939633578003022,0.01330750172697659,0.25354719309068485,0.13122961085867402,0.12231758223201084,0.2698951264651449,-0.0012451939881161778,0.2711403204532611,0.06758700028760423,0.07596968075979771,-0.008382680472193482,0.16335483870967737,0.11121178682492883,0.05214305188474855,0.42700600919052667,0.1763672185420534,0.2506387906484733,0.537,David McKinley,David McKinley,Republican,Purdue University; BS,2011,1947-03-28,73,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2020,04/15/2020,2020-03-23,joint,"Aaron's, Inc.",sale_full,"$1,001 - $15,000",David B. McKinley,WV01,False,AAN,,Sale,1,640449840.0,-0.32379134860050884,-0.09382765710199337,-0.22996369149851548,-0.43447837150127233,-0.1739742558326629,-0.2605041156686094,-0.5356234096692112,-0.25046929471708235,-0.28515411495212883,-0.04800000000000004,0.029293858355170732,-0.07729385835517077,0.35041322314049583,0.06233105488804036,0.2880821682524555,0.6541254125412541,0.336718812532795,0.3174066000084591,0.537,David McKinley,David McKinley,Republican,Purdue University; BS,2011,1947-03-28,73,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2020,01/13/2020,2020-01-02,self,Apple Inc.,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,CA47,False,AAPL,,Sale,1,2255969107000.0,0.009722057275776463,0.007059870773669763,0.0026621865021067004,-0.030897252175886347,-0.005172122718971162,-0.025725129456915186,-0.06159480400882966,-0.012198228893288698,-0.049396575115540964,-0.022816346767115414,-0.008378781594537532,-0.014437565172577882,-0.056566013176417185,-0.010693743834111924,-0.04587226934230526,-0.12385410664172136,0.13264396030957892,-0.2564980669513003,0.097,Alan Lowenthal,Alan Lowenthal,Democratic,Hobart College; BA; Ohio State University; MA; PhD,2013,1941-03-08,79,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
23,2020,01/13/2020,2020-01-02,self,Apple Inc.,sale_partial,"$1,001 -",Alan S. Lowenthal,CA47,False,AAPL,,Sale,1,2255969107000.0,0.009722057275776463,0.007059870773669763,0.0026621865021067004,-0.030897252175886347,-0.005172122718971162,-0.025725129456915186,-0.06159480400882966,-0.012198228893288698,-0.049396575115540964,-0.022816346767115414,-0.008378781594537532,-0.014437565172577882,-0.056566013176417185,-0.010693743834111924,-0.04587226934230526,-0.12385410664172136,0.13264396030957892,-0.2564980669513003,0.097,Alan Lowenthal,Alan Lowenthal,Democratic,Hobart College; BA; Ohio State University; MA; PhD,2013,1941-03-08,79,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24,2020,01/06/2020,2020-01-02,,Apple Inc.,purchase,"$15,001 - $50,000",Bob Gibbs,OH07,False,AAPL,,Purchase,2,2255969107000.0,-0.009722057275776463,-0.007059870773669763,-0.0026621865021067004,0.030897252175886347,0.005172122718971162,0.025725129456915186,0.06159480400882966,0.012198228893288698,0.049396575115540964,0.022816346767115414,0.008378781594537532,0.014437565172577882,0.056566013176417185,0.010693743834111924,0.04587226934230526,0.12385410664172136,-0.13264396030957892,0.2564980669513003,0.097,Bob Gibbs,Bob Gibbs,Republican,"Ohio State University, Wooster",2011,1954-06-14,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25,2020,01/13/2020,2020-01-08,,Apple Inc.,purchase,"$15,001 - $50,000",Bob Gibbs,OH07,False,AAPL,,Purchase,2,2255969107000.0,0.02124080609518786,0.006655292725288531,0.014585513369899328,0.026880833800587034,0.011140314474108903,0.01574051932647813,0.060556053959563316,0.030445274434761194,0.030110779524802123,0.016086295918552818,0.0049024150649641385,0.011183880853588679,0.0324876905325282,0.006893072261187738,0.025594618271340464,0.14161462239681533,0.04350378356530871,0.09811083883150662,0.097,Bob Gibbs,Bob Gibbs,Republican,"Ohio State University, Wooster",2011,1954-06-14,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26,2020,02/08/2020,2020-01-13,self,Apple Inc.,sale_full,"$1,001 - $15,000",Michael John Gallagher,WI08,False,AAPL,,Sale,1,2255969107000.0,0.01350328159715053,0.0015145386587512855,0.011988742938399244,0.0012303761115085576,-0.009932697308196348,0.011163073419704905,-0.024955862725765554,-0.02609690006173726,0.0011410373359717063,-0.021364354763134585,-0.006976281256220629,-0.014388073506913956,-0.05723816068172671,-0.012891679091144193,-0.04434648159058252,-0.1805720284351897,-0.049675660490595464,-0.13089636794459425,0.097,Mike Gallagher,Mike Gallagher,Republican,Princeton University; BA; National Intelligence University; MS; Georgetown University; MA; MS; PhD,2017,1984-03-03,36,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,2020,02/10/2020,2020-01-14,joint,Apple Inc.,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,False,AAPL,,Purchase,1,2255969107000.0,-0.004285499689314909,0.001870155186330269,-0.006155654875645178,0.016054816939197414,0.011757001659991051,0.004297815279206363,0.039241462173515096,0.02954784277294653,0.009693619400568565,-0.01350328159715053,-0.0015145386587513965,-0.011988742938399133,0.04789027621936781,0.014200631413761489,0.03368964480560632,0.15478081599810967,0.04504667958989428,0.10973413640821539,0.097,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
28,2020,02/22/2020,2020-01-14,joint,Apple Inc.,purchase,"$15,001 - $50,000",Donald Sternoff Beyer,VA08,False,AAPL,,Purchase,2,2255969107000.0,-0.004285499689314909,0.001870155186330269,-0.006155654875645178,0.016054816939197414,0.011757001659991051,0.004297815279206363,0.039241462173515096,0.02954784277294653,0.009693619400568565,-0.01350328159715053,-0.0015145386587513965,-0.011988742938399133,0.04789027621936781,0.014200631413761489,0.03368964480560632,0.15478081599810967,0.04504667958989428,0.10973413640821539,0.097,Don Beyer,Don Beyer,Democratic,Williams College; BA,2015,1950-06-20,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,2020,02/22/2020,2020-01-28,joint,Apple Inc.,purchase,"$1,001 - $15,000",Donald Sternoff Beyer,VA08,False,AAPL,,Purchase,1,2255969107000.0,0.02093235544083849,-0.0008668473616095795,0.02179920280244807,0.003651389719537823,0.006516616609283821,-0.0028652268897459976,-0.139538575340741,-0.09828950260054203,-0.041249072740198955,0.02828933392816535,0.010053551114029613,0.018235782814135737,0.0035378904021894364,-0.013415482460498951,0.016953372862688387,0.11756432678665796,0.016398935279116955,0.101165391507541,0.097,Don Beyer,Don Beyer,Democratic,Williams College; BA,2015,1950-06-20,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30,2020,02/10/2020,2020-01-29,joint,Apple Inc.,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,False,AAPL,,Purchase,1,2255969107000.0,-0.0014490966269962158,0.003134355715769477,-0.004583452342765693,-0.00891037183202803,0.01872365124946529,-0.02763402308149332,-0.07871369550471718,-0.05595710881652105,-0.022756586688196134,0.02093235544083849,-0.0008668473616095795,0.02179920280244807,0.020900188199553194,-0.014555580642733434,0.03545576884228663,0.11876099479148672,0.010336706883833147,0.10842428790765357,0.097,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
31,2020,01/29/2020,2020-01-29,joint,Apple Inc.,sale_full,"$50,001 - $100,000",Kim Schrier,WA08,False,AAPL,,Sale,3,2255969107000.0,0.0014490966269962158,-0.003134355715769477,0.004583452342765693,0.00891037183202803,-0.01872365124946529,0.02763402308149332,0.07871369550471718,0.05595710881652105,0.022756586688196134,-0.02093235544083849,0.0008668473616095795,-0.02179920280244807,-0.020900188199553194,0.014555580642733434,-0.03545576884228663,-0.11876099479148672,-0.010336706883833147,-0.10842428790765357,0.097,Kim Schrier,Kim Schrier,Democratic,"University of California, Berkeley; BS; University of California, Davis; MD",2019,1968-08-23,52,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2020,03/16/2020,2020-02-03,joint,Apple Inc.,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,False,AAPL,,Sale,1,2255969107000.0,-0.033013704399663,-0.014980362705145023,-0.01803334169451798,-0.041761128750080756,-0.03175516787116961,-0.010005960878911146,0.050994589515972355,0.06924762690370956,-0.018253037387737203,0.002746308592733504,-0.0072546442124061805,0.010000952805139685,0.0009386955514258943,-0.0016308888498379748,0.002569584401263869,-0.0511153090793568,-0.005614743188951277,-0.04550056589040552,0.07,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
33,2020,04/06/2020,2020-02-03,self,Apple Inc.,sale_partial,"$1,001 - $15,000",Ed Perlmutter,CO07,True,AAPL,,Sale,1,2255969107000.0,-0.033013704399663,-0.014980362705145023,-0.01803334169451798,-0.041761128750080756,-0.03175516787116961,-0.010005960878911146,0.050994589515972355,0.06924762690370956,-0.018253037387737203,0.002746308592733504,-0.0072546442124061805,0.010000952805139685,0.0009386955514258943,-0.0016308888498379748,0.002569584401263869,-0.0511153090793568,-0.005614743188951277,-0.04550056589040552,0.07,Ed Perlmutter,Ed Perlmutter,Democratic,University of Colorado Boulder; BA; JD,2007,1953-05-01,67,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
34,2020,02/22/2020,2020-02-18,joint,Apple Inc.,purchase,"$1,001 - $15,000",Donald Sternoff Beyer,VA08,False,AAPL,,Purchase,1,2255969107000.0,0.014482758620689706,0.004705826501577137,0.009776932119112569,-0.09692793103448272,-0.07182764687905197,-0.025100284155430752,-0.23266457680250785,-0.2851089965551926,0.05244441975268477,-0.01831053951960193,-0.0029199801192842934,-0.015390559400317638,-0.007930306575347656,0.0054294484933279374,-0.013359755068675594,0.024603327551872667,0.024625375080944423,-2.204752907175589e-05,0.07,Don Beyer,Don Beyer,Democratic,Williams College; BA,2015,1950-06-20,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,2020,04/05/2020,2020-02-20,,Apple Inc.,sale_full,"$1,001 - $15,000",Mikie Sherrill,NJ11,False,AAPL,,Sale,1,2255969107000.0,0.022635030366376263,0.010518108756295885,0.012116921610080378,0.14605058214332123,0.11694132923044076,0.029109252912880468,0.2995004464408506,0.336718812532795,-0.0372183660919444,0.010258976577467438,0.0038155427255142094,0.006443433851953229,0.021088080040095547,0.001840536181923036,0.01924754385817251,-0.004925736362258348,-0.013097590716057761,0.008171854353799413,0.07,Mikie Sherrill,Mikie Sherrill,Democratic,United States Naval Academy; BS; London School of Economics; MSc; Georgetown University; JD,2019,1972-01-19,48,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,2020,03/25/2020,2020-02-24,,Apple,purchase,"$1,001 - $15,000",James Comer,KY01,False,AAPL,,Purchase,1,2255969107000.0,-0.03387215889302286,-0.030280015747592093,-0.0035921431454307706,0.0021128513687320716,-0.04205351081406983,0.0441663621828019,-0.17660470778069304,-0.23259627575645792,0.05599156797576488,-0.04750040081457918,-0.0335135944873044,-0.013986806327274781,-0.08238196392115837,-0.04563985136798265,-0.03674211255317572,-0.061441672601773245,-0.02885828253179812,-0.03258339006997513,0.07,James Comer,James Comer,Republican,Western Kentucky University; BS,2016,1972-08-19,48,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,2020,03/16/2020,2020-02-26,,Apple Inc.,purchase,"$15,001 - $50,000",Josh Gottheimer,NJ05,False,AAPL,,Purchase,2,2255969107000.0,-0.06536818948806389,-0.044163278665378725,-0.021204910822685163,0.03447804662491172,0.004405738691242167,0.03007230793366955,-0.15345970112624974,-0.1844826866983914,0.03102298557214167,0.015863649537060764,-0.003778518705585654,0.01964216824264642,-0.09569868982139551,-0.07966569703055104,-0.01603299279084447,-0.08061327008262398,-0.05434126239959702,-0.026272007683026954,0.07,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
38,2020,03/08/2020,2020-02-28,joint,Apple Inc.,sale_full,"$250,001 - $500,000",Kim Schrier,WA08,False,AAPL,,Sale,5,2255969107000.0,-0.09310071309265133,-0.04603922524388837,-0.04706148784876296,-0.057323714417753635,-0.006143753681174813,-0.05117996073657882,0.06976148923622649,0.12511932083595656,-0.05535783159973007,0.0005849663858207288,0.008238327357692699,-0.00765336097187197,0.12678486269876577,0.11490674855816052,0.011878114140605245,0.139538575340741,0.09828950260054214,0.041249072740198844,0.07,Kim Schrier,Kim Schrier,Democratic,"University of California, Berkeley; BS; University of California, Davis; MD",2019,1968-08-23,52,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2020,03/08/2020,2020-02-28,joint,Apple Inc.,sale_full,"$100,001 - $250,000",Kim Schrier,WA08,False,AAPL,,Sale,4,2255969107000.0,-0.09310071309265133,-0.04603922524388837,-0.04706148784876296,-0.057323714417753635,-0.006143753681174813,-0.05117996073657882,0.06976148923622649,0.12511932083595656,-0.05535783159973007,0.0005849663858207288,0.008238327357692699,-0.00765336097187197,0.12678486269876577,0.11490674855816052,0.011878114140605245,0.139538575340741,0.09828950260054214,0.041249072740198844,0.07,Kim Schrier,Kim Schrier,Democratic,"University of California, Berkeley; BS; University of California, Davis; MD",2019,1968-08-23,52,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
